Date,0
2016-01-04,98.44214916320423
2016-01-05,98.65401098175137
2016-01-06,97.11977653878185
2016-01-07,94.78350508011809
2016-01-08,93.71674244793326
2016-01-11,93.51857273165288
2016-01-12,94.10874429112673
2016-01-13,91.687756773402
2016-01-14,92.93714284403394
2016-01-15,91.216474896051
2016-01-19,91.07403013953676
2016-01-20,90.14799434198608
2016-01-21,90.58744222274993
2016-01-22,92.5347185067849
2016-01-25,90.95915739337381
2016-01-26,92.53264643769938
2016-01-27,91.70371930479746
2016-01-28,91.83162740171448
2016-01-29,94.45925853407697
2016-02-01,94.58808827873334
2016-02-02,92.58141283967078
2016-02-03,93.26186529568092
2016-02-04,93.78545400683042
2016-02-05,91.9083671402325
2016-02-08,89.89227731417138
2016-02-09,89.82398938299944
2016-02-10,90.10324337232497
2016-02-11,88.7378945083301
2016-02-12,90.60381280119474
2016-02-16,92.60468464357169
2016-02-17,94.21797742296309
2016-02-18,93.98875536599478
2016-02-19,94.01427196857315
2016-02-22,95.51091013696744
2016-02-23,94.54525469401774
2016-02-24,95.13589807787423
2016-02-25,96.24657794806916
2016-02-26,96.36937727425838
2016-02-29,95.85530645026907
2016-03-01,98.06328020127857
2016-03-02,98.66306888745055
2016-03-03,99.34005628303936
2016-03-04,99.77457876997921
2016-03-07,100.15604771828555
2016-03-08,98.69108228817129
2016-03-09,99.13922510389548
2016-03-10,99.23791436134297
2016-03-11,101.18838280067293
2016-03-14,101.02616319921536
2016-03-15,100.45794960688814
2016-03-16,101.38529699233212
2016-03-17,102.33217023482044
2016-03-18,102.92267407531031
2016-03-21,102.84821652364656
2016-03-22,102.88641495033744
2016-03-23,101.88999826184948
2016-03-24,101.80486305620174
2016-03-28,101.9661976499572
2016-03-29,103.22417008959188
2016-03-30,103.57461413162542
2016-03-31,103.63307717531252
2016-04-01,104.1773183871225
2016-04-04,103.59427468082822
2016-04-05,102.51547156981093
2016-04-06,103.5730417267545
2016-04-07,102.38267337186191
2016-04-08,102.79711481258225
2016-04-11,102.57775204676935
2016-04-12,103.42631658945277
2016-04-13,104.75005896750535
2016-04-14,104.50875569508402
2016-04-15,104.55150803853748
2016-04-18,105.17635401118068
2016-04-19,105.55316790218352
2016-04-20,105.59604974419355
2016-04-21,104.9742934415778
2016-04-22,105.53304105951085
2016-04-25,105.15066726463415
2016-04-26,105.82460785350325
2016-04-27,106.4111132094391
2016-04-28,105.19786236023148
2016-04-29,104.54644720694657
2016-05-02,105.46191179105683
2016-05-03,104.34916724773441
2016-05-04,103.79319561927754
2016-05-05,103.86475327902332
2016-05-06,104.27288719304175
2016-05-09,104.36559410834667
2016-05-10,105.60453165613373
2016-05-11,104.72483977497762
2016-05-12,104.63325195812432
2016-05-13,103.84179442809884
2016-05-16,104.87646091204712
2016-05-17,103.99398671439306
2016-05-18,103.97844244606786
2016-05-19,103.6498464440442
2016-05-20,104.59003676020258
2016-05-23,104.46880679834192
2016-05-24,106.00492501063667
2016-05-25,106.55235538805795
2016-05-26,106.59644453525709
2016-05-27,107.22950481016301
2016-05-31,107.29495230886528
2016-06-01,107.61011167341947
2016-06-02,108.07599428571154
2016-06-03,107.79477897421945
2016-06-06,108.35832786100607
2016-06-07,108.58841315131782
2016-06-08,109.0129880489044
2016-06-09,108.7381357074521
2016-06-10,107.40027010838146
2016-06-13,106.52675054511343
2016-06-14,106.25423796407871
2016-06-15,106.28904123779044
2016-06-16,106.49935572758369
2016-06-17,106.39893094237908
2016-06-20,107.28553334081748
2016-06-21,107.45410672710933
2016-06-22,107.23399002551017
2016-06-23,108.86395520490089
2016-06-24,104.66149429346783
2016-06-27,102.12956469990495
2016-06-28,103.97386132475906
2016-06-29,105.94087790121318
2016-06-30,107.66591473963642
2016-07-01,107.79757029361174
2016-07-05,106.90968143131536
2016-07-06,107.47206892546248
2016-07-07,107.54179298002178
2016-07-08,109.48462806792078
2016-07-11,109.96883661696175
2016-07-12,110.93737826031762
2016-07-13,110.93434317819471
2016-07-14,111.33268627323096
2016-07-15,111.25073177687726
2016-07-18,111.49851078114703
2016-07-19,111.18288420557296
2016-07-20,111.83857482549769
2016-07-21,111.42986092412337
2016-07-22,112.23204866179634
2016-07-25,112.0684708450738
2016-07-26,112.5971984539253
2016-07-27,112.20673202911122
2016-07-28,112.44281862507357
2016-07-29,112.57400311808487
2016-08-01,112.32788611082765
2016-08-02,111.33899044297908
2016-08-03,111.8467709652808
2016-08-04,111.93726019940489
2016-08-05,112.98748301362518
2016-08-08,112.91262949785543
2016-08-09,112.9754629885817
2016-08-10,112.71610535781065
2016-08-11,113.24157712327758
2016-08-12,113.13917259547664
2016-08-15,113.6939184997454
2016-08-16,113.0071624426788
2016-08-17,113.12235293044132
2016-08-18,113.63858691808713
2016-08-19,113.64929133749297
2016-08-22,113.6931433495968
2016-08-23,114.06313283863318
2016-08-24,113.34520451659893
2016-08-25,113.41170022243068
2016-08-26,113.12972696171275
2016-08-29,113.84063434903145
2016-08-30,113.72038534208446
2016-08-31,113.44069640735965
2016-09-01,113.52767956664775
2016-09-02,114.11287394485421
